"Product ID","Product Type",Code,Name,Brand,Description,"Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping",Warranty,Weight,Width,Height,Depth,"Allow Purchases","Product Visible","Product Availability","Product Inventoried","Stock Level","Low Stock Level","Date Added","Date Modified","Category Details",Images,"Page Title","META Keywords","META Description","Product Condition","Product URL","Redirect Old URL?"

141,D,level3,"FasCat Coaching Level 3",,"Level 3 Coaching steps up to a Senior Level Coach who has years of coaching and racing experience to share with the athlete as it relates to their training, racing, goals and power data. Level 3 does not include as much communication as Level 2 but it does come with a Senior Level Coach. In-depth weekly power data analysis and feedback Twice monthly Coach-Athlete communication Advanced training calendar design Pre-race strategy sessions on Fridays and post-race reviews on Monday One Coach-Athlete ride per quarter (if local) Download our New Athlete Questionnaire to get started!",0.00,0.00,0.00,300.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,31/10/2012,15/11/2012,"Category Name: Coaching, Category Path: Coaching","Product Image File: fascat_coaching_details_2012_3__45101.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/s/588/fascat_coaching_details_2012_3__45101.jpg|Product Image File: fascat_coaches_cycling_center__17767.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/q/627/fascat_coaches_cycling_center__17767.jpg",,,,New,/fascat-coaching-level-3/,

142,D,level4,"FasCat Coaching Level 4",,"Level 4 Coaching includes a Senior Level Coach and Daily Power Data Review plus a Weekly phone discussion In-depth daily power data analysis and feedback Weekly Coach-Athlete communication Advanced training calendar design Pre-race strategy sessions on Fridays and post-race reviews on Monday One coach-athlete ride per month (if local) Additional Level 4 benefits include:  Attendance at the annual Boulder Training Camp if you&rsquo;ve been a FasCat Athlete for 6 months or more OR if you&rsquo;ve pre-paid for 6 months or more of Level 4 coaching.  15% OFF Personal Boulder Coaching Weekend Download our New Athlete Questionnaire to get started!",0.00,0.00,0.00,450.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,31/10/2012,19/02/2013,"Category Name: Coaching, Category Path: Coaching","Product Image File: fascat_coaching_details_2012_3__00162.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/m/712/fascat_coaching_details_2012_3__00162.jpg|Product Image File: fascat_coaches_cycling_center__11005.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/u/070/fascat_coaches_cycling_center__11005.jpg",,,,New,/fascat-coaching-level-4/,

143,D,level5,"FasCat Coaching Level 5",,"Level 5 Coaching is the very best FasCat Coaching has to offer! It is the highest level of service possible with our best coaches.  We will stop at nothing to reach your goals. Level 5 includes everything that Level 4 does but with more one-on-one coaching in the form of more riding & more communication.   FasCat's Level 5 Coaching is limited to a handful of athletes at any one time for superior individual attention. There is always a two-way line of communication open via email, phone, & text messaging.  Weekly Coach-Athlete rides In-depth daily power data analysis and feedback with verbal morning feedback on the phone or in person Daily Coach-Athlete communication Annual attendance at the Boulder Summer Road Camp Physiological Testing, MLSS & F.U.E.L. On-site support at your 1 big race each year Download our New Athlete Questionnaire to get started!",0.00,0.00,0.00,600.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,31/10/2012,19/02/2013,"Category Name: Coaching, Category Path: Coaching","Product Image File: fascat_coaching_details_2012_3__15318.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/j/633/fascat_coaching_details_2012_3__15318.jpg|Product Image File: fascat_coaches_cycling_center__00669.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/l/800/fascat_coaches_cycling_center__00669.jpg",,,,New,/fascat-coaching-level-5/,

43,P,14,"SRM Cannondale MTB PowerMeter (2x10)",SRM,"Tackle the trails with power with SRM's Cannondale MTB Powermeter. The time-tested SRM powermeter is matched to Cannondale's Hollowgram SL crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM MTB powermeter can be paired with your favorite ANT+ bike computer for the ultimate training and racing system.  691g (crankset & BB30 bottom bracket) ",0.00,0.00,0.00,1799.00,0.00,Y,,3.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,12/02/2012,27/09/2012,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters","Product Image File: srm_powermeter_decals__09674.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/t/013/srm_powermeter_decals__09674.jpg|Product Image File: srm_cannondale_mtb_2_powermeter__74318.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/d/212/srm_cannondale_mtb_2_powermeter__74318.jpg","SRM Cannondale MTB PowerMeter (2x10) for Mountain Bikes","SRM Cannondale MTB PowerMeter, Mountain Bike powermeter","SRM Cannondale MTB PowerMeter (2x10) for Mountain Bikes",New,/srm-cannondale-mtb-powermeter-2x10/,

44,P,15,"SRM Cannondale MTB PowerMeter (Triple)",SRM,"Tackle the trails with power with SRM's Cannondale MTB Powermeter. The time-tested SRM powermeter is matched to Cannondale's Hollowgram SL crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM MTB powermeter can be paired with your favorite ANT+ bike computer for the ultimate training and racing system.  Weight: 707g (crankset and BB30 bottom bracket) ",0.00,0.00,0.00,1799.00,0.00,Y,,3.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,12/02/2012,27/09/2012,"Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters","Product Image File: srm_powermeter_decals__93247.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/h/376/srm_powermeter_decals__93247.jpg|Product Image File: srm_cannondale_mtb_3_powermeter__92207.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/b/958/srm_cannondale_mtb_3_powermeter__92207.jpg",,,,New,/srm-cannondale-mtb-powermeter-triple/,

72,P,43,"SRM Cannondale MTB Powermeter Training System (Triple Crank)",SRM,"Tackle the trails with power with SRM's Cannondale MTB Powermeter. The time-tested SRM powermeter is matched to Cannondale's Hollowgram SL crankset for precise power measurement on every ride.Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis.  Weight: 707g (crankset and BB30 bottom bracket) ",0.00,0.00,0.00,2549.00,0.00,Y,,3.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,20/03/2012,27/09/2012,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters","Product Image File: srm_power_control_color_options__18648.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/n/828/srm_power_control_color_options__18648.jpg|Product Image File: srm_powermeter_decals__54546.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/t/740/srm_powermeter_decals__54546.jpg|Product Image File: srm_handlebar_clip_options__74555.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/c/448/srm_handlebar_clip_options__74555.jpg|Product Image File: srm_cannondale_mtb_3_powermeter__01392.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/g/480/srm_cannondale_mtb_3_powermeter__01392.jpg|Product Image File: srm_cannondale_mtb_3_power_system_orange__21725.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/d/775/srm_cannondale_mtb_3_power_system_orange__21725.jpg","SRM Cannondale MTB Power Training System","SRM Cannondale MTB Power Training System, mountain bike powermeter","SRM Cannondale MTB Power Training System PowerMeter",New,/srm-cannondale-mtb-power-training-system-triple-crank/,

73,P,44,"SRM Cannondale MTB Powermeter Training System (2x10 Crank)",SRM,"Tackle the trails with power with SRM's Cannondale MTB Powermeter. The time-tested SRM powermeter is matched to Cannondale's Hollowgram SL crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis.  691g (crankset & BB30 bottom bracket) ",0.00,0.00,0.00,2549.00,0.00,Y,,3.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,20/03/2012,27/09/2012,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters","Product Image File: srm_cannondale_mtb_2_powermeter__34668.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/p/602/srm_cannondale_mtb_2_powermeter__34668.jpg|Product Image File: srm_power_control_color_options__66148.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/c/482/srm_power_control_color_options__66148.jpg|Product Image File: srm_powermeter_decals__54070.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/o/101/srm_powermeter_decals__54070.jpg|Product Image File: srm_handlebar_clip_options__39240.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/f/260/srm_handlebar_clip_options__39240.jpg|Product Image File: srm_cannondale_mtb_2_power_system_orange__82154.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/g/952/srm_cannondale_mtb_2_power_system_orange__82154.jpg","SRM Cannondale MTB Power Training System","SRM Cannondale MTB Power Training System, mountain bike powermeter","SRM Cannondale MTB Power Training System for Mountain Bikes",New,/srm-cannondale-mtb-power-training-system-2x10-crank/,

75,P,46,"SRM Cannondale Powermeter Training System (Standard & Compact Crank)",SRM,"Equip your ride with the ultimate training tool- SRM's Cannondale SI Powermeter. The time-tested SRM powermeter is matched to Cannondale's Hollowgram SI crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 721g (crankset & BB30 bottom bracket) ",0.00,0.00,0.00,2795.00,0.00,Y,,4.0000,12.0000,14.0000,8.0000,Y,N,,N,0,0,20/03/2012,25/03/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters","Product Image File: srm_cannondale_powermeter__20167.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/p/233/srm_cannondale_powermeter__20167.jpg|Product Image File: srm_power_control_color_options__07793.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/v/261/srm_power_control_color_options__07793.jpg|Product Image File: srm_powermeter_decals__50506.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/j/191/srm_powermeter_decals__50506.jpg|Product Image File: srm_handlebar_clip_options__82581.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/h/574/srm_handlebar_clip_options__82581.jpg|Product Image File: srm_cannondale_power_system_orange__90765.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/u/893/srm_cannondale_power_system_orange__90765.jpg","SRM Cannondale Power Training System","SRM Cannondale Power Training System, powermeter","SRM Cannondale Power Training System PowerMeter",New,/srm-cannondale-power-training-system-standard-compact-crank/,

84,P,56,"SRM DuraAce Power Training Sytem 7800 (Standard Crank)",SRM,"Upgrade your ride with the ultimate training tool- SRM's Shimano Dura-Ace 7800 PowerMeter. The time-tested SRM powermeter is matched to Shimano's timeless 7800 crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 919g (crankset & bottom bracket) Need more info? Check out our FAQ's!",0.00,0.00,0.00,3695.00,0.00,N,,4.0000,12.0000,14.0000,8.0000,Y,N,"FREE U.S. Shipping",Y,700,0,20/03/2012,05/09/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters","Product Image File: srm_shimano_7800_powermeter__43252.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/x/936/srm_shimano_7800_powermeter__43252.jpg|Product Image File: srm_power_control_color_options__44435.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/j/638/srm_power_control_color_options__44435.jpg|Product Image File: srm_powermeter_decals__99340.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/j/320/srm_powermeter_decals__99340.jpg|Product Image File: srm_handlebar_clip_options__92241.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/e/796/srm_handlebar_clip_options__92241.jpg|Product Image File: srm_shimano_7800_power_system_orange__67944.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/i/227/srm_shimano_7800_power_system_orange__67944.jpg","SRM Shimano Dura Ace 7800 Power Training System","SRM Shimano Dura Ace 7800 Power Training System, powermeter","SRM Shimano Dura Ace 7800 Power Training System powermeter",New,/srm-duraace-power-training-sytem-7800-standard-crank/,

85,P,57,"SRM DuraAce Powermeter Training System 7950 (Compact Crank)",SRM,"Upgrade your ride with the ultimate training tool- SRM's Shimano Dura-Ace 7950 PowerMeter. The time-tested SRM powermeter is matched to Shimano's sleek 7950 crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 855g (crankset & bottom bracket) ",0.00,0.00,0.00,3895.00,0.00,N,,4.0000,12.0000,14.0000,8.0000,Y,N,,N,0,0,20/03/2012,25/03/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters","Product Image File: srm_shimano_7950_powermeter__88868.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/w/471/srm_shimano_7950_powermeter__88868.jpg|Product Image File: srm_power_control_color_options__77692.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/c/569/srm_power_control_color_options__77692.jpg|Product Image File: srm_powermeter_decals__13401.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/v/111/srm_powermeter_decals__13401.jpg|Product Image File: srm_handlebar_clip_options__34367.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/d/227/srm_handlebar_clip_options__34367.jpg|Product Image File: srm_shimano_7950_power_system_orange__65535.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/a/288/srm_shimano_7950_power_system_orange__65535.jpg","SRM Shimano Dura Ace 7950 Powermeter Training System for Road and Triathlon Bikes","SRM Powermeter Shimano Dura Ace 7900, SRM power meter fro road and triathlon bikes","SRM Shimano Dura Ace 7950 Powermeter Training System",New,/srm-duraace-powermeter-training-system-7950-compact-crank/,

104,P,111,"SRM DuraAce 7950 PowerMeter for Cyclocross",SRM,"Choose the cyclocross specifc 46 x 38 cyclocross gearing on SRM's Shimano Dura-Ace 7950 PowerMeter for the ultimate cyclocross setup. Perfect for Di2 groupset users, the SRM powermeter is the gold standard in the pro peloton for precise power measurement accurate to +/- 1.5%. Combine that with Shimano's sleek 7900 crankset and this powermeter is simply the best you can buy for 'cross. The SRM Power System is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 500, the PowerControl 7 or the Joule GPS. Weight: 910g (crankset & bottom bracket) Need more info? Check out our FAQ's! ",0.00,0.00,0.00,3145.00,0.00,N,,4.0000,12.0000,14.0000,8.0000,Y,N,"FREE U.S. Shipping",Y,700,0,18/07/2012,05/09/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Cyclocross Powermeters, Category Path: Cyclocross Powermeters","Product Image File: srm_powermeter_decals__32768.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/p/371/srm_powermeter_decals__32768.jpg|Product Image File: srm_shimano_7900_powermeter__36363.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/f/622/srm_shimano_7900_powermeter__36363.jpg","SRM DuraAce PowerMeter 7900 for cyclocross bikes","SRM DuraAce PowerMeter 7900 for cyclocross bikes","SRM DuraAce PowerMeter 7900 for cyclocross bikes",New,/srm-duraace-powermeter-7950-for-cyclocross/,

192,P,,"SRM Dura Ace 9000 PowerMeter 172.5mm, 53/39 - ON SALE!",SRM,"SRM's Shimano Dura Ace 9000 PowerMeter is IN STOCK!  Shimano has gone to 11 speed this year making the SRM a perfect training tool!  Plus if you are running Di2 11spd, the SRM Dura Ace 9000 will work (& look) the best with you Di2 groupo. Anything else would be like buying an Armani suit and getting a TJ max tie! New for the 9000 Shimano Groupo is a ""Top Secret"" BCD that allows athletes to swap out regular rings (53/39) for compact rings (50/34) without affecting the calibration (slope) and thus the accuracy of the SRM.  The SRM powermeter is the gold standard in the pro peloton for precise power measurement that's accurate to +/- 1.5%. Combine that with Shimano's versatile 4-arm (new Top Secret BCD) 9000 crankset and this powermeter is simply the best there is.  The Shimano 9000 rings are 20% stiffer than the previous Shimano's 7900's.  Plus the SRM boast 3000 hours of battery life! Use the SRM 9000 with 53/39 rings on your road bike in the spring and summer and then be able to swap it over to your cyclocross bike in a 46/38 ring combination.  Or swap the 53/39 rings to a compact 'climbing' 50/34 for climbing mountains in the Summer.   No re-calibration required! The SRM Powermeter is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 510, the PowerControl 7 or the Joule GPS. Why Buy your SRM from anywhere else!  Get a FREE month of power based coaching from us (up to a $450 value) and tap into all the benefits of Training with POWER ! ! Need more info? Check out our FAQ's! ",0.00,3199.00,2879.10,2879.10,0.00,N,,4.0000,14.0000,10.0000,6.0000,Y,N,"FREE U.S. Shipping",Y,93,0,19/11/2013,06/12/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters|Category Name: On Sale!, Category Path: On Sale!","Product Image File: srm_dura_ace_9000_11spd_powermeter__30593.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/n/270/srm_dura_ace_9000_11spd_powermeter__30593.jpg|Product Image File: bike_crank_compatability_2012_lg__86322.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/w/976/bike_crank_compatability_2012_lg__86322.jpg|Product Image File: srm_dura_ace_9000_on_sale__30941.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/o/514/srm_dura_ace_9000_on_sale__30941.jpg","SRM DuraAce PowerMeter 9000 for road bikes and triathlon bikes","SRM DuraAce PowerMeter 9000  for road bikes, srm power meter","SRM DuraAce PowerMeter 9000  for road bikes and triathlon bikes",New,/srm-dura-ace-9000-powermeter-172-5mm-53-39-on-sale/,

193,P,,"SRM Campagnolo PowerMeter 175mm, 53/39 - ON SALE!",SRM,"SRM's time-tested powermeter is matched to Campagnolo's Carbon Ultra Torque cranks for the ultimate crown jewel for your custom Campy ride. Accurate to +/- 1.5%, SRM's Campy crankset can be paired with your favorite ANT+ bike computer for the ultimate training and racing system. 780g (powermeter crankset only) Need more info? Check out our FAQ's!",0.00,3995.00,2996.25,2996.25,0.00,N,,4.0000,12.0000,14.0000,8.0000,Y,N,"FREE U.S. Shipping",Y,0,0,19/11/2013,06/12/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters|Category Name: On Sale!, Category Path: On Sale!","Product Image File: srm_campagnolo_powermeter_nds_75588__09200.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/e/732/srm_campagnolo_powermeter_nds_75588__09200.jpg|Product Image File: srm_capagnolog_11spd__25024.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/f/107/srm_capagnolog_11spd__25024.jpg|Product Image File: srm_campagnolo_11_on_sale__40653.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/m/527/srm_campagnolo_11_on_sale__40653.jpg","SRM Campagnolo PowerMeter for Road bikes","SRM PowerMeter Campagnolo for Road BIkes, srm power meter","SRM Power Meter Campagnolo, srm powermeter",New,/srm-campagnolo-powermeter-175mm-53-39-on-sale/,

45,P,16,"SRM FSA K-Force Light MTB PowerMeter (2x10)",SRM,"Take your power to the trail with the FSA K-Force Light MTB Powermeter. The SRM time-tested powermeter is matched to FSA's  K-Force Light carbon crankset for accurate power measurement on every ride. Accurate to +/- 1.5%, the SRM SRAM MTB powermeter can be paired with your favorite ANT+ bike computer for the ultimate training and racing system. Weight: 864g (crankset & Mega Exo bottom bracket) Need more info? Check out our FAQ's!",0.00,0.00,0.00,2399.00,0.00,N,,3.0000,10.0000,12.0000,6.0000,Y,Y,"FREE U.S. Shipping",Y,400,0,12/02/2012,11/04/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters","Product Image File: srm_powermeter_decals__95256.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/t/393/srm_powermeter_decals__95256.jpg|Product Image File: srm_fsa_k_force_light_MTB_2_powermeter_f__28440.jpg, Product Image URL: http://www.fascatpowermeters.com/product_images/l/281/srm_fsa_k_force_light_MTB_2_powermeter_f__28440.jpg","SRM FSA K-Force Light MTB PowerMeter for Mountain Bikes","SRM Power Meter FSA K-Force Light MTB, srm mountain bike powermeter","SRM PowerMeter FSA K-Force Light MTB for Mountain Bikes",New,/srm-fsa-k-force-light-mtb-powermeter-2x10/,

